,tutor_rating,tutor_reviews,experience,mean_price,предмет_informatika,предмет_matematika,tutor_head_tags_count,head_school_class,head_olimp_class,head_english_class,head_other_class,description_is_empty,description_length,experience_desc_is_empty,experience_desc_length,year_of_graduation_1,education_2,year_of_graduation_2,education_3,year_of_graduation_3,education_4,year_of_graduation_4,education_5,year_of_graduation_5,education_6,year_of_graduation_6,academic_degree,academic_rank, Аспирант или ординатор очной формы обучения, Студент, Университетский преподаватель, Частный преподаватель, Школьный преподаватель,Взрослые кроме абитуриентов и студентов,Взрослые кроме абитуриентов и студентов в паре,Взрослые кроме абитуриентов и студентов группа,Дошкольники,Дошкольники в паре,Дошкольники группа,Студенты университетов,Студенты университетов в паре,Школьники с 1 по 4 класс,Школьники с 1 по 4 класс в паре,Школьники с 1 по 4 класс группа,"Школьники с 10 по 11 класс, студенты колледжей и техникумов, абитуриенты","Школьники с 10 по 11 класс, студенты колледжей и техникумов, абитуриенты в паре","Школьники с 10 по 11 класс, студенты колледжей и техникумов, абитуриенты группа",Школьники с 5 по 9 класс,Школьники с 5 по 9 класс в паре,Школьники с 5 по 9 класс группа
34,0.0,0,8.0,13.33333333333333,False,True,2,True,False,False,False,False,630,True,0,2001,True,2013,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0.0,0,5.0,8.333333333333334,False,True,1,True,False,False,False,False,134,False,65,2020,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0.0,0,5.0,8.333333333333334,False,True,2,True,False,False,False,False,478,False,81,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0.0,0,2.0,20.55555555555556,True,False,1,True,False,False,False,False,1731,False,450,2026,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
38,5.0,2,5.0,0.275,True,False,2,True,False,False,False,False,1365,False,1018,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,0.0,0,2.0,5.0,False,True,4,True,False,False,True,False,228,True,0,2024,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,0.0,0,16.0,14.16666666666667,False,True,3,True,False,False,False,False,455,False,110,2003,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,,0,4.0,10.0,True,False,3,True,False,False,False,False,369,False,251,2012,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,0.0,0,21.0,16.66666666666667,False,True,2,True,True,False,False,False,188,False,90,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,0.0,0,4.0,8.333333333333334,False,True,2,True,False,False,False,False,206,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
44,0.0,0,7.0,11.66666666666667,False,True,7,True,True,False,True,False,1643,True,0,2023,True,2019,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
45,4.0,9,6.0,7.5,False,True,4,True,True,False,False,False,2506,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
46,4.0,8,10.0,11.66666666666667,False,True,2,True,False,False,False,False,189,True,0,2012,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,5.0,4,6.0,13.33333333333333,False,True,3,True,False,False,False,False,568,True,0,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
48,0.0,0,6.0,23.33333333333334,True,False,3,True,False,False,False,False,982,False,65,2020,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49,4.0,8,5.0,8.333333333333334,False,True,1,True,False,False,False,True,0,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
50,0.0,0,7.0,11.11111111111111,False,True,3,True,False,False,False,False,1487,True,0,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51,0.0,0,15.0,6.666666666666667,False,True,2,True,True,False,False,True,0,True,0,2010,True,2014,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
52,0.0,0,5.0,11.66666666666667,False,True,3,True,False,True,False,False,1082,True,0,2022,True,2021,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
53,4.0,68,12.0,16.66666666666667,False,True,8,True,False,False,True,False,402,True,0,2004,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
54,4.0,3,6.0,16.66666666666667,False,True,6,True,False,False,True,True,0,True,0,2005,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55,0.0,0,13.0,25.0,True,False,3,True,False,False,False,False,229,False,65,1985,False,0,False,0,False,0,False,0,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
56,5.0,1,18.0,0.25,True,False,2,True,False,False,False,False,961,False,499,2006,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,0.0,0,3.0,0.08333333333333334,False,True,3,True,False,False,True,True,0,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
58,0.0,0,1.0,0.15,False,True,3,True,False,False,False,False,205,False,65,2028,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
59,,0,5.0,8.333333333333334,False,True,1,True,False,False,False,True,0,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
60,0.0,0,24.0,10.83333333333333,False,True,7,True,True,False,True,True,0,True,0,2002,True,1993,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
61,0.0,0,10.0,16.66666666666667,False,True,3,True,False,False,False,False,882,False,73,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
62,0.0,0,8.0,8.333333333333334,False,True,3,True,False,False,False,True,0,True,0,2015,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
63,5.0,3,6.0,16.66666666666667,False,True,1,True,False,False,False,True,0,True,0,2017,True,2019,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
64,0.0,0,13.0,20.0,False,True,2,True,False,False,False,True,0,True,0,2001,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
65,4.0,1,4.0,10.0,False,True,1,True,False,False,False,True,0,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
66,5.0,3,2.0,0.1666666666666667,False,True,2,True,False,False,False,False,487,False,83,2026,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,0.0,0,9.0,25.0,False,True,2,True,False,False,False,False,232,True,0,2014,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,0.0,0,7.0,9.722222222222221,False,True,1,True,False,False,False,False,482,False,93,1996,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
69,,0,5.0,25.18518518518519,False,True,3,True,False,False,False,False,306,False,400,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
70,5.0,4,13.0,25.0,False,True,6,True,False,False,True,False,578,True,0,2010,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
71,0.0,0,8.0,0.1185185185185185,False,True,2,True,False,False,False,False,257,False,189,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
72,0.0,0,8.0,10.0,False,True,3,True,False,False,False,True,0,True,0,2005,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73,0.0,0,11.0,15.55555555555556,False,True,2,True,False,False,False,False,380,False,65,2013,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,,0,2.0,8.333333333333334,False,True,2,True,False,False,False,True,0,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
75,0.0,0,2.0,15.83333333333333,False,True,4,True,True,False,False,False,44,False,65,2024,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
76,5.0,8,4.0,30.0,True,False,3,True,True,False,False,False,501,False,1848,2005,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77,0.0,0,29.0,17.63888888888889,True,False,2,True,False,False,False,False,1467,False,953,1994,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
78,,0,1.0,10.41666666666667,False,True,2,True,False,False,False,False,85,False,65,2025,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
79,5.0,4,7.0,12.5,False,True,3,True,False,False,False,True,0,True,0,2017,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80,,0,11.0,23.33333333333334,True,False,3,True,False,False,False,False,340,False,469,2008,True,2014,True,2011,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
81,0.0,0,4.0,20.0,False,True,8,True,False,False,True,False,409,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
82,0.0,0,3.0,10.83333333333333,False,True,2,True,False,False,False,False,982,False,98,2025,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
83,0.0,0,16.0,16.66666666666667,False,True,2,True,False,False,False,True,0,False,868,2012,True,2017,True,2021,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,0.0,0,3.0,11.11111111111111,False,True,2,True,False,False,False,False,153,False,100,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,4.0,15,22.0,8.88888888888889,False,True,3,True,False,False,False,False,35,True,0,1973,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
86,0.0,0,19.0,20.83333333333334,False,True,2,True,False,False,False,False,380,False,58,2007,True,1994,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
87,5.0,4,15.0,16.66666666666667,True,False,1,True,False,False,False,False,157,False,488,2008,False,0,False,0,False,0,False,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,4.0,3,8.0,13.33333333333333,False,True,4,True,False,True,False,False,512,True,0,2012,True,2020,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
89,5.0,1,7.0,24.44444444444445,False,True,1,True,False,False,False,False,86,False,65,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
90,,0,6.0,8.333333333333334,True,False,3,True,False,False,False,False,619,False,65,2006,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
91,,0,6.0,13.33333333333333,False,True,4,True,False,False,True,False,551,True,0,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
92,0.0,0,2.0,25.0,False,True,3,True,False,False,False,False,560,False,98,2025,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
93,0.0,0,20.0,16.66666666666667,False,True,4,True,True,False,False,True,0,True,0,2002,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
94,4.0,20,24.0,13.33333333333333,False,True,1,True,False,False,False,False,62,True,0,2000,False,0,False,0,False,0,False,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
95,,0,5.0,11.66666666666667,False,True,3,True,True,False,False,False,803,True,0,2021,True,2022,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
96,0.0,0,4.0,6.666666666666667,False,True,6,True,False,False,True,True,0,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
97,5.0,2,6.0,33.33333333333334,False,True,2,True,False,False,False,False,2223,True,0,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
98,,0,6.0,14.16666666666667,False,True,1,True,False,False,False,False,447,False,216,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,0.0,0,45.0,15.83333333333333,True,False,3,True,False,False,False,False,565,False,108,1960,False,0,False,0,False,0,False,0,False,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100,5.0,2,4.0,10.0,False,True,2,True,False,False,False,False,168,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,4.0,17,9.0,0.2,False,True,4,True,True,False,False,True,0,True,0,1989,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
102,0.0,0,14.0,13.33333333333333,True,False,1,True,False,False,False,False,285,False,346,1999,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,,0,39.0,18.0,False,True,3,True,False,False,False,False,227,False,58,1984,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
104,,0,13.0,20.83333333333334,False,True,1,True,False,False,False,False,300,False,2059,1995,True,2017,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
105,0.0,0,3.0,8.333333333333334,False,True,3,True,False,False,False,True,0,True,0,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
106,0.0,0,4.0,10.0,False,True,7,True,False,False,True,True,0,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
107,0.0,0,5.0,11.48148148148148,False,True,3,True,False,False,False,False,131,False,65,2028,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
108,0.0,0,6.0,0.1555555555555556,False,True,1,True,False,False,False,False,474,False,53,2012,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
109,0.0,0,8.0,55.55555555555556,False,True,1,True,False,False,False,False,1197,False,65,2020,True,2023,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
110,0.0,0,8.0,16.66666666666667,True,False,3,True,False,False,False,True,0,False,137,2017,True,2019,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
111,0.0,0,4.0,10.0,False,True,3,True,True,False,False,False,536,False,65,0,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,,0,5.0,27.08333333333334,False,True,4,True,True,False,False,False,559,False,53,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
113,5.0,1,12.0,8.333333333333334,False,True,3,True,False,False,False,True,0,True,0,2016,False,0,False,0,False,0,False,0,False,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
